"";"qnumq";"sexe";"aget";"matrim";"pratique";"enf";"activite";"prof";"dipl";"vote";"habitat";"localite";"revenu";"region";"K1"
"1459";2123;"homme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"actif";"cadre_lib";"Bac";"ecolo_non";"individuel";"Ville";"rev4";"Seine";"la nature"
"1460";4542;"femme";"40-49ans";"En_couple";"Rrelig_non";"sansEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_non";"individuel";"Bourg";"rev4";"Bretagne";"qualité des gens, survie des gens"
"1461";516;"homme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"NOdip";"ecolo_non";"collectif";"PGV";"rev2";"Seine";"le monde"
"1462";1759;"homme";"40-49ans";"Seul";"Rrelig_non";"avecEnfant";"actif";"employe";"prof";"ecolo_oui";"collectif";"GV";"rev3";"Nord";"la nature, la pollution"
"1463";623;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"prof";"ecolo_non";"individuel";"Bourg";"rev2";"Seine";"nature, calme"
"1464";1207;"homme";"20-29ans";"Seul";"Rrelig_non";"sansEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"collectif";"Ville";"rev2";"Jura_Alpes";"la nature"
"1465";1205;"femme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_oui";"individuel";"Ville";"rev2";"Jura_Alpes";"la propreté des lieux"
"1466";3334;"homme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_non";"individuel";"Bourg";"rev4";"Jura_Alpes";"nature, ce qui est autour de moi"
"1467";1665;"femme";"20-29ans";"En_couple";"Rrelig_non";"sansEnfant";"actif";"prof_interm";"Supérieur";"ecolo_oui";"collectif";"Ville";"rev3";"Nord";"mon entourage, la nature, la ville"
"1468";2223;"femme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"chomeur";"inactif";"Cep";"ecolo_non";"individuel";"Bourg";"rev2";"S_Ouest";"tout ce qui nous entoure"
"1469";1852;"femme";"20-29ans";"En_couple";"Rrelig_non";"sansEnfant";"actif";"employe";"prof";"ecolo_oui";"individuel";"Ville";"rev3";"Nord";"les gens, les magasins, le bureau"
"1470";86;"homme";"40-49ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"cadre_lib";"prof";"ecolo_oui";"collectif";"TGV";"rev4";"Seine";"hygiène, salubrité, sécurité, esthétisme"
"1471";915;"femme";"50-59ans";"Seul";"Relig_regul";"avecEnfant";"inactif";"inactif";"NOdip";"ecolo_oui";"collectif";"GV";"rev2";"Mediterrannée";"propreté des villes, sauvegarder la nature, paysage"
"1472";1835;"homme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"prof";"ecolo_non";"individuel";"Ville";"rev3";"Nord";"la forêt, la nature, la montagne, le silence"
"1473";4738;"femme";"50-59ans";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"NOdip";"ecolo_oui";"collectif";"Bourg";"rev3";"Seine";"la qualité de la vie, on en parle beaucoup, les verts, la mer, la verdure, l'antipollution, c'est prendre soin de tout ce qui nous entoure"
"1474";5638;"femme";"60ans+";"Seul";"Relig_regul";"avecEnfant";"inactif";"retraite";"Bac";"ecolo_oui";"individuel";"Bourg";"rev4";"Centre";"la campagne"
"1475";5694;"femme";"20-29ans";"Seul";"Rrelig_non";"sansEnfant";"inactif";"enseig_etud";"Supérieur";"ecolo_oui";"individuel";"Rurv";"rev3";"Centre";"nature"
"1476";663;"femme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"inactif";"Be";"ecolo_oui";"individuel";"Bourg";"rev4";"Seine";"la nature, maisons"
"1477";5308;"homme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_oui";"individuel";"Rural";"rev1";"S_Ouest";"sans pollution, beaucoup d'arbres"
"1478";255;"femme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_oui";"individuel";"PTGV";"rev4";"Seine";"des arbres, espaces verts"
"1479";1549;"homme";"20-29ans";"Seul";"Rrelig_non";"sansEnfant";"actif";"ouvrier";"NOdip";"ecolo_non";"collectif";"Ville";"rev2";"Nord";"espaces verts"
"1480";2638;"femme";"50-59ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_non";"collectif";"Ville";"rev3";"Bretagne";"le bien être de son environnement de vie"
"1481";667;"femme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"prof";"ecolo_non";"collectif";"Ville";"rev3";"Seine";"nature"
"1482";1986;"homme";"20-29ans";"Seul";"Rrelig_non";"sansEnfant";"actif";"employe";"Bac";"ecolo_oui";"collectif";"Ville";"rev3";"Nord";"la nature, le bien être, le calme"
"1483";1701;"femme";"20-29ans";"En_couple";"Rrelig_non";"sansEnfant";"chomeur";"inactif";"Supérieur";"ecolo_non";"individuel";"PTGV";"rev2";"Nord";"c'est ce qui entoure le lieu où j'habite"
"1484";4310;"homme";"20-29ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"employe";"prof";"ecolo_oui";"individuel";"Bourg";"rev2";"Bretagne";"pollution"
"1485";4629;"femme";"30-39ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"prof_interm";"prof";"ecolo_non";"individuel";"Bourg";"rev3";"Nord";"ce qu'il y a autour de moi"
"1486";5168;"homme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"NOdip";"ecolo_non";"individuel";"Rural";"rev2";"S_Ouest";"autour de moi"
"1487";5712;"homme";"60ans+";"Seul";"Relig_regul";"sansEnfant";"actif";"prof_interm";"prof";"ecolo_non";"individuel";"Bourg";"rev2";"Centre";"ce qui entoure l'enquêté, voir, sentir"
"1488";1827;"femme";"20-29ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"Bac";"ecolo_non";"individuel";"Bourg";"rev3";"Nord";"propreté, clarté, tranquillité"
"1489";5491;"femme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"actif";"employe";"NOdip";"ecolo_oui";"individuel";"Bourg";"rev2";"Nord";"la nature, la pollution, c'est un tout"
"1490";5251;"homme";"40-49ans";"Seul";"Rrelig_non";"sansEnfant";"chomeur";"inactif";"NOdip";"ecolo_oui";"individuel";"Rurv";"rev1";"S_Ouest";"avoir l'espace, reculer tout ce qui est néfaste"
"1491";14;"homme";"30-39ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_non";"collectif";"TGV";"rev4";"Seine";"écologie, nature, propreté"
"1492";4430;"homme";"20-29ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"individuel";"Rurv";"RevNSP";"Bretagne";"la nature, les environs de chez moi, un espace de vie"
"1493";4937;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"individuel";"Rural";"rev3";"S_Ouest";"lieu de ma vie"
"1494";5261;"homme";"20-29ans";"Seul";"Relig_occas";"sansEnfant";"actif";"ouvrier";"prof";"ecolo_non";"individuel";"Rural";"rev2";"S_Ouest";"la nature"
"1495";907;"femme";"20-29ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"employe";"Bac";"ecolo_non";"collectif";"GV";"rev1";"Mediterrannée";"nature, forêt, jardin"
"1496";1493;"homme";"20-29ans";"Seul";"Rrelig_non";"sansEnfant";"inactif";"enseig_etud";"prof";"ecolo_oui";"individuel";"PTGV";"rev1";"Jura_Alpes";"la terre entière"
"1497";1600;"homme";"50-59ans";"Seul";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"Cep";"ecolo_oui";"collectif";"Ville";"rev2";"Nord";"le bruit, la nature"
"1498";336;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"cadre_lib";"prof";"ecolo_oui";"collectif";"PTGV";"rev4";"Seine";"cadre de vie agréable, être à l'extérieur sans agressions venant de la foule des odeurs de la vie quotidienne, lieu d'habitation, lieu de travail, commerçants, banques"
"1499";4199;"homme";"30-39ans";"Seul";"Rrelig_non";"sansEnfant";"actif";"ouvrier";"prof";"ecolo_non";"individuel";"Bourg";"rev2";"Bretagne";"la nature, ce qui est autour de nous"
"1500";1788;"homme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"employe";"prof";"ecolo_oui";"individuel";"Bourg";"rev2";"Nord";"la nature"
"1501";368;"femme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"enseig_etud";"Bac";"ecolo_oui";"individuel";"PTGV";"rev3";"Seine";"qualité de vie"
"1502";1666;"homme";"50-59ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_oui";"individuel";"Ville";"rev3";"Nord";"la vie quotidienne"
"1503";5166;"femme";"60ans+";"Seul";"Relig_regul";"avecEnfant";"inactif";"retraite";"NOdip";"ecolo_non";"individuel";"Bourg";"rev2";"S_Ouest";"ce qui est autour de moi"
"1504";1801;"femme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_oui";"individuel";"Ville";"RevNSP";"Nord";"ce que l'on a"
"1505";1548;"femme";"20-29ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"Bac";"ecolo_non";"collectif";"Ville";"rev3";"Nord";"le cadre de vie"
"1506";4204;"femme";"40-49ans";"En_couple";"Rrelig_non";"sansEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_oui";"individuel";"Bourg";"rev2";"Bretagne";"le milieu naturel"
"1507";689;"femme";"20-29ans";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"inactif";"NOdip";"ecolo_oui";"individuel";"Bourg";"rev2";"Mediterrannée";"la maison, le jardin"
"1508";1565;"femme";"30-39ans";"Seul";"Rrelig_non";"sansEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_oui";"collectif";"PGV";"rev3";"Nord";"nature, pollution"
"1509";888;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"individuel";"Ville";"rev2";"Mediterrannée";"beauté, agréable, espace"
"1510";2458;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_non";"individuel";"Ville";"rev3";"Centre";"le cadre de vie, qualité de vie"
"1511";4364;"femme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_oui";"individuel";"Bourg";"rev2";"Bretagne";"c'est un mot vague, ce qui est autour de moi, ce qui est polluant, ce qui nous rend malade"
"1512";2534;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_oui";"collectif";"PGV";"rev4";"Centre";"ressources naturelles"
"1513";2107;"femme";"50-59ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"NOdip";"ecolo_non";"individuel";"Rurv";"rev2";"Seine";"cadre de vie général"
"1514";5937;"homme";"50-59ans";"Seul";"Rrelig_non";"avecEnfant";"actif";"agricult";"prof";"ecolo_non";"individuel";"Rural";"rev2";"S_BassinParis";"actualité, mot à la mode"
"1515";4376;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_oui";"individuel";"Bourg";"rev4";"Bretagne";"la pureté"
"1516";1655;"homme";"40-49ans";"Seul";"Rrelig_non";"sansEnfant";"inactif";"inactif";"prof";"ecolo_non";"collectif";"Ville";"rev2";"Nord";"la nature, écologie, le respect de la nature, la protection de la nature"
"1517";1178;"femme";"40-49ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_non";"individuel";"Ville";"rev3";"Jura_Alpes";"l'endroit où je vis, l'écologie, les personnes qui m'entoure"
"1518";5391;"femme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"Be";"ecolo_oui";"individuel";"Bourg";"rev2";"Nord";"la nature, la campagne, la propreté"
"1519";3174;"femme";"20-29ans";"Seul";"Rrelig_non";"sansEnfant";"inactif";"enseig_etud";"Bac";"ecolo_oui";"individuel";"Bourg";"rev3";"Mediterrannée";"entourage, milieu naturel"
"1520";3825;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"Bac";"ecolo_oui";"individuel";"Bourg";"rev3";"Nord";"tout ce qui nous entoure"
"1521";1074;"homme";"20-29ans";"Seul";"Rrelig_non";"sansEnfant";"inactif";"enseig_etud";"Bac";"ecolo_oui";"collectif";"GV";"rev3";"Mediterrannée";"écologie, l'étude du milieu dans lequel l'homme évolue"
"1522";450;"homme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_non";"collectif";"Ville";"rev3";"Seine";"problème population, surpopulation étrangère"
"1523";2902;"femme";"50-59ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"prof_interm";"Be";"ecolo_oui";"individuel";"Ville";"rev3";"S_BassinParis";"les arbres, la verdure"
"1524";3360;"homme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"individuel";"Bourg";"RevNSP";"Jura_Alpes";"la nature, la vie quotidienne"
"1525";5142;"homme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"Bac";"ecolo_oui";"individuel";"Rurv";"rev3";"S_Ouest";"la campagne aux alentours"
"1526";5003;"femme";"30-39ans";"Seul";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"individuel";"Bourg";"rev2";"S_Ouest";"foule, bruit, espaces verts, nature, tout ce qui m'entoure"
"1527";7;"homme";"30-39ans";"Seul";"Relig_occas";"sansEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_oui";"collectif";"TGV";"rev3";"Seine";"un grand thème de débats"
"1528";2090;"homme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"retraite";"NOdip";"ecolo_oui";"individuel";"Bourg";"rev3";"Seine";"le voisinage, la proximité des villes, le pays, la région"
"1529";2554;"femme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"commerc";"prof";"ecolo_non";"individuel";"Rural";"rev4";"Bretagne";"nature, promenade,la mer, marche à pied"
"1530";5452;"homme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"Bac";"ecolo_non";"individuel";"Bourg";"rev3";"Nord";"la nature, les arbres, les champs, les lacs, les montagnes"
"1531";2650;"femme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_oui";"collectif";"Ville";"rev3";"Bretagne";"c'est mon quartier, la campagne, les champs, la tranquillité, la propreté, l'entretien"
"1532";31;"homme";"40-49ans";"Seul";"Rrelig_non";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_oui";"collectif";"TGV";"rev3";"Seine";"nature, architecture, qualité de vie"
"1533";1875;"homme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"actif";"prof_interm";"prof";"ecolo_oui";"individuel";"PTGV";"rev3";"Nord";"endroit où on vit, cadre de vie, pollution"
"1534";4044;"femme";"20-29ans";"Seul";"Rrelig_non";"sansEnfant";"inactif";"enseig_etud";"Supérieur";"ecolo_non";"individuel";"Rurv";"RevNSP";"Bretagne";"nature, protection"
"1535";4094;"homme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"retraite";"Be";"ecolo_non";"individuel";"Rurv";"rev3";"Bretagne";"c'est la chose de tous les jours, les bruits, l'écologie"
"1536";3717;"homme";"30-39ans";"En_couple";"Rrelig_non";"sansEnfant";"actif";"ouvrier";"Bac";"ecolo_non";"individuel";"Bourg";"rev3";"Mediterrannée";"quelque chose d'important et de complexe"
"1537";4720;"femme";"50-59ans";"En_couple";"Relig_occas";"avecEnfant";"inactif";"inactif";"NOdip";"ecolo_oui";"individuel";"Bourg";"rev2";"S_BassinParis";"la nature, ce qui nous entoure"
"1538";1116;"homme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"retraite";"NOdip";"ecolo_oui";"collectif";"Bourg";"rev2";"Jura_Alpes";"le bruit, la pollution"
"1539";2220;"femme";"60ans+";"Seul";"Relig_occas";"avecEnfant";"inactif";"retraite";"Bac";"ecolo_non";"individuel";"Bourg";"rev3";"S_Ouest";"c'est vital"
"1540";5139;"homme";"20-29ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"individuel";"Bourg";"rev2";"S_Ouest";"la nature, les bois, les ruisseaux"
"1541";3889;"femme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"actif";"employe";"prof";"ecolo_non";"individuel";"Bourg";"rev3";"Nord";"nature, voisinage, pollution, déchets, tranquillité"
"1542";3407;"femme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_oui";"individuel";"Bourg";"rev3";"Jura_Alpes";"les oiseaux, les arbres, la campagne"
"1543";5757;"homme";"40-49ans";"En_couple";"Relig_occas";"sansEnfant";"actif";"prof_interm";"Be";"ecolo_non";"individuel";"Bourg";"rev3";"Centre";"qualité de vie"
"1544";484;"homme";"50-59ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"prof";"ecolo_non";"collectif";"PTGV";"rev3";"Seine";"ensemble de ce qui entoure le logement principal"
"1545";1934;"femme";"20-29ans";"Seul";"Rrelig_non";"sansEnfant";"inactif";"enseig_etud";"Bac";"ecolo_oui";"individuel";"Bourg";"RevNSP";"Nord";"la nature"
"1546";3808;"homme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_oui";"individuel";"Bourg";"rev3";"Nord";"les verts"
"1547";1804;"femme";"50-59ans";"En_couple";"Relig_occas";"avecEnfant";"inactif";"inactif";"Bac";"ecolo_non";"individuel";"Ville";"rev2";"Nord";"ce qui m'entoure, le voisinage, la propreté de la ville et du quartier,"
"1548";5304;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_oui";"individuel";"Rural";"rev4";"S_Ouest";"bonheur de vivre, le plaisir de vivre"
"1549";5808;"femme";"20-29ans";"Seul";"Relig_occas";"sansEnfant";"inactif";"inactif";"Supérieur";"ecolo_non";"individuel";"Bourg";"rev4";"S_BassinParis";"l'eau, la santé, la terre"
"1550";4951;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"inactif";"prof";"ecolo_oui";"collectif";"Bourg";"rev3";"S_Ouest";"la nature, les amis, les distractions"
"1551";2829;"femme";"50-59ans";"En_couple";"Rrelig_non";"sansEnfant";"actif";"commerc";"Cep";"ecolo_oui";"individuel";"GV";"rev2";"S_BassinParis";"le cadre de vie"
"1552";1544;"homme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_oui";"individuel";"Bourg";"rev4";"Nord";"l'écologie"
"1553";4497;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"Be";"ecolo_non";"individuel";"Bourg";"rev2";"Bretagne";"la nature"
"1554";5910;"homme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"NOdip";"ecolo_non";"individuel";"Bourg";"rev3";"S_BassinParis";"éviter le pollution"
"1555";2451;"femme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"inactif";"inactif";"Bac";"ecolo_non";"individuel";"Ville";"rev4";"Centre";"nature, calme, propreté"
"1556";4206;"femme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"agricult";"Cep";"ecolo_oui";"individuel";"Rurv";"rev3";"Bretagne";"la vie autour de moi"
"1557";1307;"femme";"40-49ans";"Seul";"Relig_occas";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_oui";"individuel";"Ville";"rev3";"Jura_Alpes";"les arbres, l'eau, les fleurs, les forêts, la nature en général"
"1558";3214;"femme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"prof";"ecolo_oui";"individuel";"Rural";"rev2";"Mediterrannée";"la nature"
"1559";3148;"homme";"40-49ans";"En_couple";"Rrelig_non";"sansEnfant";"actif";"ouvrier";"Cep";"ecolo_non";"individuel";"Bourg";"rev2";"Mediterrannée";"la nature"
"1560";1905;"homme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"enseig_etud";"Bac";"ecolo_non";"individuel";"Bourg";"rev2";"Nord";"nature, les gens"
"1561";2499;"femme";"60ans+";"Seul";"Relig_regul";"avecEnfant";"inactif";"retraite";"Be";"ecolo_oui";"individuel";"Bourg";"RevNSP";"Centre";"ce qui nous entoure, autour de chez moi"
"1562";3593;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_non";"individuel";"Bourg";"rev2";"Jura_Alpes";"l'endroit où j'aime bien me trouver pour vivre dans les meilleures conditions"
"1563";4061;"homme";"50-59ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"Cep";"ecolo_oui";"individuel";"Bourg";"rev4";"Bretagne";"nature"
"1564";3661;"homme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"NOdip";"ecolo_non";"individuel";"Bourg";"rev2";"Mediterrannée";"tout ce qui vit autour de nous"
"1565";5150;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"employe";"prof";"ecolo_non";"individuel";"Rural";"rev3";"S_Ouest";"tchernobyl"
"1566";1659;"femme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_oui";"individuel";"Ville";"rev3";"Nord";"plein de choses, cadre de vie, ce qui nous entoure, protection de la nature"
"1567";2835;"femme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_non";"collectif";"GV";"rev4";"Seine";"qualité de vie"
"1568";3600;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"inactif";"prof";"ecolo_non";"individuel";"Bourg";"rev2";"Jura_Alpes";"tout ce qui est autour de moi"
"1569";5617;"homme";"30-39ans";"Seul";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_non";"individuel";"Bourg";"rev2";"Centre";"la nature, tout ce qui m'entoure"
"1570";5420;"homme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_non";"individuel";"Bourg";"rev4";"Nord";"nature, calme, bien être, sociabilité"
"1571";3244;"homme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_oui";"individuel";"Rurv";"rev2";"Jura_Alpes";"tout, la campagne, la façon de vivre"
"1572";4708;"femme";"30-39ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"agricult";"prof";"ecolo_non";"individuel";"Bourg";"rev2";"S_BassinParis";"cadre de vie sain"
"1573";4746;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"enseig_etud";"Supérieur";"ecolo_oui";"individuel";"Bourg";"rev3";"Seine";"la nature"
"1574";1427;"femme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"Bac";"ecolo_oui";"collectif";"TGV";"rev3";"Jura_Alpes";"la nature"
"1575";4723;"homme";"30-39ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"agricult";"prof";"ecolo_non";"individuel";"Bourg";"rev2";"S_BassinParis";"la nature, les espaces pas trop pollués, le calme"
"1576";4820;"femme";"30-39ans";"En_couple";"Relig_regul";"avecEnfant";"inactif";"inactif";"Be";"ecolo_oui";"individuel";"Bourg";"rev2";"Seine";"collectivité"
"1577";208;"homme";"50-59ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"cadre_lib";"prof";"ecolo_non";"individuel";"PGV";"rev4";"Seine";"la nature"
"1578";2287;"femme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"inactif";"inactif";"Bac";"ecolo_oui";"individuel";"PGV";"rev4";"S_Ouest";"quelque chose qu'il faut respecter, atteindre un équilibre"
"1579";5313;"femme";"20-29ans";"Seul";"Relig_regul";"sansEnfant";"actif";"employe";"Bac";"ecolo_oui";"individuel";"Rurv";"rev3";"S_Ouest";"chez moi"
"1580";3962;"femme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_non";"individuel";"Bourg";"rev2";"Bretagne";"cadre de vie"
"1581";2546;"femme";"50-59ans";"En_couple";"Relig_regul";"avecEnfant";"chomeur";"inactif";"NOdip";"ecolo_oui";"individuel";"Ville";"rev2";"Bretagne";"la nature, le bon air, les vacances"
"1582";10;"femme";"60ans+";"Seul";"Relig_regul";"sansEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_non";"collectif";"TGV";"rev3";"Seine";"la campagne"
"1583";779;"femme";"60ans+";"En_couple";"Rrelig_non";"avecEnfant";"chomeur";"inactif";"prof";"ecolo_oui";"individuel";"Ville";"RevNSP";"Mediterrannée";"l'espace"
"1584";3560;"femme";"60ans+";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"Supérieur";"ecolo_oui";"individuel";"Bourg";"rev2";"Jura_Alpes";"tout ce qui nous entoure"
"1585";5797;"femme";"40-49ans";"En_couple";"Relig_occas";"avecEnfant";"actif";"employe";"prof";"ecolo_non";"individuel";"Rurv";"RevNSP";"Centre";"le lieu où l'on vit"
"1586";896;"homme";"50-59ans";"En_couple";"Relig_occas";"avecEnfant";"inactif";"retraite";"Cep";"ecolo_non";"collectif";"PGV";"rev2";"Mediterrannée";"des jardins, pas d'immeubles, des arbres"
"1587";4336;"homme";"20-29ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"prof";"ecolo_oui";"individuel";"Rurv";"rev2";"Bretagne";"pollution"
"1588";2948;"femme";"60ans+";"Seul";"Relig_occas";"avecEnfant";"inactif";"inactif";"NOdip";"ecolo_non";"individuel";"Ville";"rev2";"S_BassinParis";"tout ce qui est autour de moi"
"1589";4759;"homme";"40-49ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"prof_interm";"Supérieur";"ecolo_non";"individuel";"Bourg";"rev4";"Seine";"pureté, absence de pollution"
"1590";548;"homme";"40-49ans";"En_couple";"Relig_regul";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_oui";"individuel";"PTGV";"rev4";"Seine";"pollution, qualité de vie, respect de la nature, gens un peu utopistes"
"1591";1015;"femme";"50-59ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"cadre_lib";"Supérieur";"ecolo_oui";"collectif";"Ville";"rev4";"Mediterrannée";"mon cadre de vie"
"1592";5265;"homme";"60ans+";"Seul";"Relig_regul";"avecEnfant";"inactif";"retraite";"Bac";"ecolo_oui";"collectif";"Rurv";"rev4";"S_Ouest";"les gens, ma maison"
"1593";5237;"femme";"60ans+";"En_couple";"Relig_regul";"avecEnfant";"inactif";"retraite";"Supérieur";"ecolo_non";"individuel";"Bourg";"RevNSP";"S_Ouest";"entourage"
"1594";1770;"homme";"30-39ans";"En_couple";"Rrelig_non";"avecEnfant";"actif";"ouvrier";"Be";"ecolo_oui";"individuel";"Ville";"rev3";"Nord";"cadre de vie"
